MNF_YEAR,BRAND,MODEL,VARIANT,DRIVEN_KM,FUELTYPE,NOOF_OWNERS,PRICE
2019,Ford,Endeavour 2.2l 4X2 MT Titanium,Manual,"94,312 km",DieselGJ-02,1st Owner,"₹24,83,799"
2018,Jeep,Compass 2.0 LONGITUDE,Manual,"88,971 km",DieselGJ-06,2nd Owner,"₹11,39,699"
2019,Honda,Amaze 1.2 SMT I VTEC,Manual,"24,370 km",PetrolGJ-27,1st Owner,"₹6,65,699"
2017,Maruti,Dzire VXI,Manual,"8,673 km",PetrolGJ-06,2nd Owner,"₹6,43,899"
2018,Volkswagen,Vento HIGHLINE TDI AT,Automatic,"53,682 km",DieselGJ-01,1st Owner,"₹9,49,699"
2017,Honda,City VX CVT PETROL,Automatic,"74,969 km",PetrolGJ-38,1st Owner,"₹8,74,799"
2019,Honda,City V CVT,Automatic,"90,113 km",Petrol + CNGGJ-01,1st Owner,"₹8,87,099"
2017,Hyundai,Xcent E PLUS,Manual,"25,868 km",PetrolGJ-01,1st Owner,"₹5,10,199"
2018,Honda,City ZX CVT,Automatic,"50,429 km",PetrolGJ-01,1st Owner,"₹10,91,899"
2019,Hyundai,Verna 1.6 SX VTVT,Manual,"6,093 km",PetrolGJ-01,2nd Owner,"₹8,89,699"
2016,Honda,City V MT PETROL,Manual,"72,669 km",PetrolGJ-01,1st Owner,"₹6,56,399"
2020,Honda,Civic VX CVT i-VTEC,Automatic,"42,272 km",PetrolGJ-01,1st Owner,"₹14,47,299"
2018,Hyundai,Xcent S 1.2,Manual,"81,353 km",Petrol + CNGGJ-14,1st Owner,"₹5,56,999"
2014,Volkswagen,Vento HIGHLINE DIESEL,Manual,"89,558 km",DieselGJ-16,3rd Owner,"₹4,89,799"
2018,Honda,City VX CVT PETROL,Automatic,"62,032 km",PetrolGJ-01,1st Owner,"₹9,05,999"
2020,Hyundai,AURA SX+ AT 1.2CRDI,Automatic,"32,917 km",DieselGJ-01,1st Owner,"₹9,73,799"
2018,Maruti,Dzire ZXI AMT,Automatic,"51,944 km",PetrolGJ-03,1st Owner,"₹7,26,349"
2017,Volkswagen,Vento 1.2 TSI HIGHLINE PLUS AT,Automatic,"85,502 km",PetrolGJ-01,1st Owner,"₹7,70,299"
2021,Volkswagen,Vento COMFORTLINE 1.0 TSI MT,Manual,"23,049 km",PetrolGJ-01,1st Owner,"₹8,63,599"
2021,Honda,City ZX MT PETROL,Manual,"20,518 km",PetrolGJ-38,1st Owner,"₹12,86,099"
2019,Maruti,Ciaz ALPHA 1.5 MT VTVT SHVS,Manual,"60,459 km",PetrolGJ-01,1st Owner,"₹8,20,899"
2021,Hyundai,AURA SX+ AT 1.2CRDI,Automatic,"30,436 km",DieselGJ-38,1st Owner,"₹8,77,699"
2020,Maruti,Ciaz ALPHA 1.5 MT VTVT SHVS,Manual,"86,283 km",PetrolGJ-23,1st Owner,"₹9,78,099"
2018,Honda,City SV MT EDGE EDITION PETROL,Manual,"76,317 km",PetrolGJ-06,2nd Owner,"₹7,25,549"
2018,Tata,TIGOR XZ 1.2 REVOTRON,Manual,"36,989 km",PetrolGJ-27,2nd Owner,"₹5,29,699"
2019,Hyundai,Verna 1.6 SX (O) CRDI MT,Manual,"87,829 km",DieselGJ-18,2nd Owner,"₹10,09,799"
2018,Volkswagen,Vento HIGHLINE PLUS TDI AT,Automatic,"78,458 km",DieselGJ-01,1st Owner,"₹9,04,899"
2018,Volkswagen,Vento HIGHLINE TDI AT,Automatic,"53,682 km",DieselGJ-01,1st Owner,"₹9,49,699"
2017,Honda,City VX CVT PETROL,Automatic,"74,969 km",PetrolGJ-38,1st Owner,"₹8,74,799"
2019,Hyundai,Verna 1.6 SX VTVT,Manual,"6,093 km",PetrolGJ-01,2nd Owner,"₹8,89,699"
2021,Mahindra,XUV 3OO W8(O),Manual,"68,053 km",DieselGJ-06,1st Owner,"₹10,98,599"
2022,Mahindra,XUV 3OO W6 AT,,"4,339 km",DieselGJ-01,1st Owner,"₹12,12,399"
2020,Mahindra,XUV 3OO W8 DIESEL AT,,"55,113 km",DieselGJ-01,1st Owner,"₹10,63,699"
2021,Mahindra,XUV 3OO W8 DIESEL MT,,"33,888 km",DieselGJ-01,1st Owner,"₹13,44,399"
2021,Mahindra,XUV 3OO 1.2 W6 MT,,"9,761 km",PetrolGJ-01,1st Owner,"₹9,64,899"
2018,Jeep,Compass 2.0 LONGITUDE (O),Manual,"62,507 km",DieselGJ-05,2nd Owner,"₹11,33,999"
2017,Jeep,Compass 2.0 LIMITED 4*2,Manual,"1,49,075 km",DieselGJ-05,1st Owner,"₹9,18,199"
2019,Jeep,Compass SPORT PLUS PETROL,Manual,"10,639 km",PetrolGJ-01,1st Owner,"₹12,82,599"
2019,Jeep,Compass SPORT PLUS PETROL,Manual,"32,553 km",PetrolGJ-18,1st Owner,"₹12,49,999"
2017,Jeep,Compass 2.0 SPORT,Manual,"44,975 km",DieselGJ-20,2nd Owner,"₹11,36,499"
2019,Ford,Endeavour 2.2l 4X2 MT Titanium,Manual,"94,312 km",DieselGJ-02,1st Owner,"₹24,83,799"
2018,Jeep,Compass 2.0 LONGITUDE,Manual,"88,971 km",DieselGJ-06,2nd Owner,"₹11,39,699"
2017,Hyundai,New Elantra 2.0 SX AT,Automatic,"42,545 km",PetrolGJ-06,1st Owner,"₹10,95,599"
2017,Hyundai,New Elantra 2.0 SX (O) MT,Manual,"85,649 km",PetrolGJ-38,1st Owner,"₹10,55,799"
2019,Hyundai,New Elantra SX PETROL AT,Automatic,"31,995 km",PetrolGJ-18,1st Owner,"₹14,07,199"
2018,Skoda,Octavia LK 1.8 TSI AT,Automatic,"62,284 km",PetrolGJ-01,1st Owner,"₹16,55,149"
2017,Hyundai,New Elantra 1.6 SX AT O,Automatic,"74,862 km",DieselGJ-01,1st Owner,"₹11,55,399"
2022,Hyundai,VENUE 1.0L Turbo GDI SX MT,Manual,"13,671 km",PetrolGJ-01,1st Owner,"₹10,62,499"
2021,Mahindra,Thar LX PETROL AT 4WD,Automatic,"3,919 km",PetrolGJ-03,1st Owner,"₹15,46,999"
2021,Mahindra,XUV500 W11 AT,Automatic,"13,545 km",DieselGJ-01,1st Owner,"₹19,79,999"
2021,KIA,SELTOS HTX 1.5 PETROL MT,Manual,"19,533 km",PetrolGJ-01,1st Owner,"₹13,37,599"
2019,Tata,Harrier XM 2.0L Kryotec,Manual,"56,931 km",DieselGJ-01,1st Owner,"₹12,31,499"
2016,Ford,Ecosport 1.0 TREND+ (ECOBOOST),Manual,"45,478 km",PetrolGJ-01,2nd Owner,"₹5,83,999"
2018,Ford,Ecosport 1.5 TITANIUM PLUS TI VCT AT,Automatic,"73,482 km",PetrolGJ-18,1st Owner,"₹8,76,249"
2020,MG,HECTOR SHARP DCT PETROL,Automatic,"17,482 km",PetrolGJ-06,1st Owner,"₹15,77,499"
2021,Maruti,Eeco 5 STR WITH AC PLUSHTR,Manual,"8,619 km",PetrolGJ-06,1st Owner,"₹5,31,399"
2021,Tata,Safari XT 2.0 KRYOTEC,Manual,"11,835 km",DieselGJ-06,1st Owner,"₹16,48,799"
2020,Hyundai,VENUE S MT 1.2 KAPPA,Manual,"9,054 km",PetrolGJ-06,1st Owner,"₹8,83,099"
2019,MG,HECTOR SHARP 2.0 DIESEL,Manual,"40,962 km",DieselGJ-38,1st Owner,"₹14,91,499"
2017,Honda,WR-V 1.2 i-VTEC S MT,Manual,"47,843 km",Petrol + CNGGJ-15,2nd Owner,"₹6,28,599"
2020,Ford,Ecosport 1.5TITANIUM TDCI,Manual,"52,061 km",DieselGJ-01,1st Owner,"₹9,14,999"
2014,Toyota,Innova 2.5 GX 8 STR BS IV,Manual,"41,158 km",DieselGJ-12,2nd Owner,"₹7,11,199"
2021,Hyundai,Creta S PETROL MT,Manual,"2,811 km",PetrolGJ-27,1st Owner,"₹12,07,199"
2019,Honda,WR-V 1.2 i-VTEC VX MT,Manual,"65,144 km",PetrolGJ-01,1st Owner,"₹6,96,299"
2021,Maruti,Eeco 5 STR WITH AC PLUSHTR,Manual,"9,324 km",PetrolGJ-16,1st Owner,"₹5,36,499"
2019,KIA,SELTOS GTX 1.4 GDI AT PETROL,Automatic,"61,151 km",PetrolGJ-05,1st Owner,"₹12,88,899"
2019,MG,HECTOR SHARP 2.0 DIESEL,Manual,"55,693 km",DieselGJ-03,2nd Owner,"₹14,95,099"
2022,Hyundai,VENUE 1.0L Turbo GDI SX MT,Manual,"13,671 km",PetrolGJ-01,1st Owner,"₹10,62,499"
2021,Mahindra,Thar LX PETROL AT 4WD,Automatic,"3,919 km",PetrolGJ-03,1st Owner,"₹15,46,999"
2021,Mahindra,XUV500 W11 AT,Automatic,"13,545 km",DieselGJ-01,1st Owner,"₹19,79,999"
2017,Maruti,Dzire VXI,Manual,"8,673 km",PetrolGJ-06,2nd Owner,"₹6,43,899"
2018,Maruti,Baleno ZETA 1.2 K12,Manual,"17,943 km",PetrolGJ-23,1st Owner,"₹6,63,299"
2015,Maruti,Swift VXI,Manual,"71,268 km",PetrolGJ-18,1st Owner,"₹3,98,299"
2014,Maruti,Swift VXI,Manual,"57,155 km",PetrolGJ-01,1st Owner,"₹4,46,699"
2021,Maruti,Alto LXI,Manual,"16,379 km",PetrolGJ-01,1st Owner,"₹3,99,699"
2019,Maruti,Dzire VXI,Manual,"21,048 km",PetrolGJ-06,1st Owner,"₹6,45,999"
2021,Maruti,Dzire VXI,Manual,"12,426 km",PetrolGJ-01,1st Owner,"₹7,32,799"
2022,Maruti,Baleno ZETA 1.2 K12 CVT,Automatic,"37,100 km",PetrolGJ-01,1st Owner,"₹8,55,399"
2019,Maruti,Alto VXI,Manual,"30,522 km",Petrol + CNGGJ-15,2nd Owner,"₹3,52,199"
2018,Maruti,Ciaz 1.4 S,,"62,581 km",PetrolGJ-06,1st Owner,"₹7,32,699"
2018,Maruti,Celerio ZXI,Manual,"17,099 km",PetrolGJ-06,1st Owner,"₹5,00,299"
2020,Maruti,Swift VXI,Manual,"23,034 km",PetrolGJ-27,2nd Owner,"₹6,31,249"
2017,Maruti,IGNIS DELTA 1.2 K12,Manual,"11,699 km",PetrolGJ-07,1st Owner,"₹5,04,299"
2022,Maruti,Celerio VXI CNG,Manual,"11,821 km",Petrol + CNGGJ-06,1st Owner,"₹6,78,199"
2020,Maruti,Alto LXI,Manual,"5,955 km",PetrolGJ-01,1st Owner,"₹3,95,599"
2021,Maruti,Eeco 5 STR WITH AC PLUSHTR,Manual,"5,333 km",PetrolGJ-23,1st Owner,"₹5,31,399"
2017,Maruti,Ciaz ZETA 1.4 VVT,Manual,"24,085 km",PetrolGJ-01,1st Owner,"₹7,17,499"
2019,Maruti,Alto LXI,Manual,"63,806 km",PetrolGJ-38,1st Owner,"₹3,44,999"
2017,Maruti,Dzire VXI,Manual,"32,997 km",PetrolGJ-01,1st Owner,"₹6,36,299"
2017,Maruti,Dzire VXI,Manual,"77,998 km",PetrolMH-02,1st Owner,"₹5,99,799"
2021,Maruti,Swift VXI,Manual,"16,083 km",PetrolGJ-35,1st Owner,"₹6,83,199"
2018,Maruti,Swift ZXI AMT,Automatic,"42,702 km",PetrolGJ-27,2nd Owner,"₹6,15,299"
2018,Maruti,IGNIS DELTA 1.2 K12,Manual,"43,159 km",PetrolGJ-01,2nd Owner,"₹4,75,099"
2021,Maruti,Alto LXI,Manual,"5,716 km",PetrolGJ-01,2nd Owner,"₹4,00,499"
2017,Maruti,Baleno DELTA 1.2 K12,Manual,"20,745 km",PetrolGJ-01,1st Owner,"₹6,17,699"
2018,Maruti,Dzire ZXI AMT,Automatic,"51,944 km",PetrolGJ-03,1st Owner,"₹7,26,349"
2021,Maruti,Baleno ZETA PETROL 1.2,,"20,693 km",PetrolGJ-02,1st Owner,"₹7,68,849"
2011,Maruti,Swift VXI,Manual,"52,822 km",PetrolGJ-01,1st Owner,"₹3,27,199"
2017,Maruti,Swift VXI,Manual,"55,329 km",PetrolGJ-01,1st Owner,"₹5,30,199"
2019,Maruti,Ciaz ALPHA 1.5 MT VTVT SHVS,Manual,"60,459 km",PetrolGJ-01,1st Owner,"₹8,20,899"
2021,Maruti,Celerio ZXI,Manual,"6,323 km",PetrolGJ-06,1st Owner,"₹5,81,849"
2018,Maruti,Baleno DELTA 1.2 K12,Manual,"21,734 km",PetrolUP-16,1st Owner,"₹5,65,099"
2020,Maruti,Ciaz ALPHA 1.5 MT VTVT SHVS,Manual,"86,283 km",PetrolGJ-23,1st Owner,"₹9,78,099"
2021,Maruti,Alto LXI,Manual,"36,694 km",PetrolGJ-13,1st Owner,"₹4,06,299"
2018,Maruti,Swift LXI,Manual,"22,792 km",PetrolGJ-01,1st Owner,"₹5,44,199"
2017,Maruti,Baleno DELTA 1.2 K12,Manual,"67,581 km",PetrolGJ-01,1st Owner,"₹5,45,299"
2018,Maruti,Celerio VXI CNG,Manual,"78,516 km",Petrol + CNGGJ-18,2nd Owner,"₹4,71,899"
2014,Maruti,Celerio VXI AMT,Automatic,"96,281 km",PetrolGJ-01,2nd Owner,"₹3,62,399"
2021,Maruti,Eeco 5 STR WITH AC PLUSHTR,Manual,"11,684 km",PetrolGJ-27,1st Owner,"₹5,31,399"
2017,Maruti,Ciaz ZETA 1.4 VVT AMT,Automatic,"62,847 km",PetrolGJ-01,1st Owner,"₹7,50,199"
2021,Toyota,Glanza G MT PETROL,Manual,"13,479 km",PetrolGJ-02,1st Owner,"₹7,90,199"
2014,Toyota,Innova 2.5 GX 8 STR BS IV,Manual,"41,158 km",DieselGJ-12,2nd Owner,"₹7,11,199"
2022,Toyota,Glanza E MT K1.2,,"11,760 km",PetrolGJ-03,1st Owner,"₹7,30,599"
2018,Toyota,YARIS VX CVT,Automatic,"51,630 km",PetrolGJ-06,2nd Owner,"₹8,84,499"
2020,Maruti,Baleno ZETA PETROL 1.2,,"13,384 km",PetrolGJ-18,1st Owner,"₹7,11,499"
2016,Renault,Duster RXL PETROL 104,Manual,"55,581 km",PetrolGJ-10,1st Owner,"₹5,19,899"
2017,Honda,WR-V 1.2 i-VTEC S MT,Manual,"47,527 km",Petrol + CNGGJ-15,2nd Owner,"₹6,28,599"
2019,Maruti,Baleno DELTA 1.2 K12,Manual,"16,534 km",PetrolGJ-01,2nd Owner,"₹6,72,999"
2021,Hyundai,NEW I20 SPORTZ 1.2 MT,,"9,621 km",PetrolGJ-01,1st Owner,"₹8,33,799"
2017,Honda,City VX CVT PETROL,Automatic,"74,527 km",PetrolGJ-38,1st Owner,"₹8,74,799"
2021,Mahindra,Thar LX  4WD AT CONVERTIBLE,Automatic,"5,857 km",PetrolGJ-23,1st Owner,"₹15,99,199"
2017,Mahindra,XUV500 W10 FWD,Manual,"64,057 km",DieselGJ-01,2nd Owner,"₹9,94,799"
2021,Mahindra,XUV500 W11 AT,Automatic,"13,545 km",DieselGJ-01,1st Owner,"₹19,79,999"
2021,Mahindra,Thar LX PETROL AT 4WD,Automatic,"3,919 km",PetrolGJ-03,1st Owner,"₹15,46,999"
2021,Mahindra,Thar LX PETROL HT 4WD AT,,"14,005 km",PetrolGJ-06,1st Owner,"₹15,83,799"
2020,Mahindra,XUV500 W11,Manual,"80,016 km",DieselGJ-18,1st Owner,"₹14,81,699"
2021,Mahindra,Thar LX PETROL AT 4WD,Automatic,"1,302 km",PetrolGJ-05,1st Owner,"₹15,60,999"
2021,Mahindra,Thar LX PETROL HT 4WD AT,,"6,914 km",PetrolGJ-01,1st Owner,"₹15,99,999"
2022,Mahindra,Thar LX D AT 4WD HT,Automatic,"9,297 km",DieselGJ-03,1st Owner,"₹17,90,099"
2021,Mahindra,XUV 3OO W8 DIESEL MT,,"33,888 km",DieselGJ-01,1st Owner,"₹13,44,399"
2021,Mahindra,XUV 3OO 1.2 W6 MT,,"9,761 km",PetrolGJ-01,1st Owner,"₹9,64,899"
2021,Mahindra,XUV 3OO W8(O),Manual,"68,053 km",DieselGJ-06,1st Owner,"₹10,98,599"
2022,Mahindra,XUV 3OO W6 AT,,"4,339 km",DieselGJ-01,1st Owner,"₹12,12,399"
2020,Mahindra,XUV 3OO W8 DIESEL AT,,"55,113 km",DieselGJ-01,1st Owner,"₹10,63,699"
2020,Tata,ALTROZ XM 1.2,,"15,196 km",PetrolGJ-12,1st Owner,"₹6,22,399"
2018,Tata,TIGOR XZ 1.2 REVOTRON,Manual,"36,989 km",PetrolGJ-27,2nd Owner,"₹5,29,699"
2020,Tata,Harrier XZA+ DARK EDITION,Automatic,"35,825 km",DieselGJ-06,1st Owner,"₹20,13,799"
2019,Tata,Harrier XZ 2.0L Kryotec,Manual,"71,915 km",DieselGJ-27,2nd Owner,"₹13,03,199"
2019,Tata,TIGOR XZ 1.2 REVOTRON,Manual,"10,028 km",PetrolGJ-06,1st Owner,"₹6,39,299"
2021,Tata,NEXON XM 1.2,Manual,"18,963 km",PetrolGJ-06,1st Owner,"₹8,35,299"
2019,Tata,Harrier XM 2.0L Kryotec,Manual,"56,931 km",DieselGJ-01,1st Owner,"₹12,31,499"
2021,Tata,Safari XT 2.0 KRYOTEC,Manual,"11,835 km",DieselGJ-06,1st Owner,"₹16,48,799"
2022,Tata,ALTROZ XZ 1.5 RTQ,,473 km,DieselGJ-01,1st Owner,"₹10,40,499"
2020,Tata,NEXON XZ+ OPT PETROL,Manual,"20,693 km",PetrolGJ-01,1st Owner,"₹9,85,399"
2022,Tata,Harrier XZA+ DARK EDITION,Automatic,"34,847 km",DieselGJ-18,1st Owner,"₹23,13,499"
2021,Tata,Harrier XM 2.0L Kryotec,Manual,"31,418 km",DieselGJ-03,1st Owner,"₹15,67,799"
2022,Tata,Tiago 1.2 XT (O),Manual,"18,290 km",PetrolGJ-01,1st Owner,"₹6,31,599"
2018,Tata,Hexa Varicor 400 XTA,Automatic,"62,884 km",DieselGJ-01,1st Owner,"₹10,02,599"
2022,Tata,NEXON XZ+ SUNROOF 1.2 RTN,Manual,"4,871 km",PetrolGJ-01,1st Owner,"₹11,14,899"
2022,Tata,Safari XZA+ DARK EDITION,,"15,106 km",DieselGJ-06,1st Owner,"₹23,43,999"
2014,Hyundai,Elite i20 ASTA 1.2,Manual,"71,932 km",PetrolGJ-01,1st Owner,"₹5,50,499"
2018,Hyundai,Elite i20 ASTA 1.2,Manual,"42,280 km",PetrolGJ-38,1st Owner,"₹6,82,799"
2021,Maruti,Baleno ZETA PETROL 1.2,,"20,693 km",PetrolGJ-02,1st Owner,"₹7,68,849"
2017,Maruti,Ciaz ZETA 1.4 VVT,Manual,"24,085 km",PetrolGJ-01,1st Owner,"₹7,17,499"
2021,Maruti,Baleno ZETA PETROL 1.2,,"20,693 km",PetrolGJ-02,1st Owner,"₹7,68,849"
2020,Maruti,Baleno ZETA PETROL 1.2,,"13,556 km",PetrolGJ-18,1st Owner,"₹7,11,499"
2016,Hyundai,Elite i20 ASTA 1.2 (O),Manual,"17,399 km",PetrolGJ-01,1st Owner,"₹6,68,399"
2022,Maruti,Baleno ZETA 1.2 K12 CVT,Automatic,"37,100 km",PetrolGJ-01,1st Owner,"₹8,55,399"
2018,Hyundai,Elite i20 ASTA 1.2 DUAL TONE,Manual,"52,273 km",PetrolGJ-27,2nd Owner,"₹6,83,799"
2017,Maruti,Ciaz ZETA 1.4 VVT AMT,Automatic,"62,847 km",PetrolGJ-01,1st Owner,"₹7,50,199"
2017,Hyundai,Elite i20 ASTA 1.2 DUAL TONE,Manual,"65,342 km",PetrolGJ-06,1st Owner,"₹5,95,299"
2021,Maruti,Baleno ZETA 1.2 K12 CVT,Automatic,"3,735 km",PetrolGJ-06,1st Owner,"₹8,89,699"
2018,Skoda,Octavia LK 1.8 TSI AT,Automatic,"62,284 km",PetrolGJ-01,1st Owner,"₹16,55,149"
2022,Skoda,KUSHAQ AMBITION 1.0 TSI AT,,"4,340 km",PetrolGJ-18,1st Owner,"₹14,26,199"
2020,Hyundai,Verna SX (O) TURBO GDI AT,Automatic,"31,530 km",PetrolGJ-27,1st Owner,"₹12,42,749"
2022,Mahindra,XUV 3OO W6 AT,,"4,339 km",DieselGJ-01,1st Owner,"₹12,12,399"
2020,Datsun,Redi Go 1.0 T(O) AT,Automatic,"10,197 km",PetrolGJ-01,1st Owner,"₹4,40,399"
2017,Hyundai,Grand i10 SPORTZ (O) 1.2 AT VTVT,Automatic,"55,510 km",PetrolGJ-06,1st Owner,"₹5,99,199"
2020,Mahindra,XUV 3OO W8 DIESEL AT,,"55,113 km",DieselGJ-01,1st Owner,"₹10,63,699"
2017,Hyundai,New Elantra 1.6 SX AT O,Automatic,"74,862 km",DieselGJ-01,1st Owner,"₹11,55,399"
2017,Hyundai,Grand i10 Magna 1.2 AT  VTVT,Automatic,"40,233 km",PetrolGJ-01,1st Owner,"₹5,25,299"
2017,Hyundai,Grand i10 SPORTZ (O) 1.2 AT VTVT,Automatic,"39,166 km",PetrolGJ-01,2nd Owner,"₹5,50,299"
2018,Volkswagen,Vento HIGHLINE TDI AT,Automatic,"53,682 km",DieselGJ-01,1st Owner,"₹9,49,699"
2021,Mahindra,XUV500 W11 AT,Automatic,"13,545 km",DieselGJ-01,1st Owner,"₹19,79,999"
2019,Mahindra,XUV 3OO 1.2 W8 OPT,,"63,005 km",PetrolRJ-23,1st Owner,"₹8,45,199"
2021,Mahindra,XUV 3OO 1.2 W8 OPT,,"9,215 km",PetrolRJ-45,1st Owner,"₹12,77,999"
2020,Maruti,XL6 ZETA SHVS,Manual,"22,792 km",PetrolRJ-05,1st Owner,"₹9,76,799"
2018,Honda,WR-V 1.2 i-VTEC VX MT,Manual,"48,029 km",PetrolRJ-45,3rd Owner,"₹7,71,499"
2018,Mahindra,Scorpio S11,Manual,"55,798 km",DieselRJ-25,2nd Owner,"₹15,84,999"
2018,Hyundai,Creta 1.6 SX CRDI,Manual,"70,988 km",DieselRJ-45,1st Owner,"₹11,48,999"
2018,Maruti,S Cross ZETA 1.3 SHVS,Manual,"50,890 km",DieselRJ-45,1st Owner,"₹9,46,899"
2021,MG,HECTOR SUPER HYBRID PETROL MT,Manual,"7,297 km",PetrolRJ-45,1st Owner,"₹15,28,699"
2021,Tata,Harrier XZ +,Manual,"35,349 km",DieselRJ-45,1st Owner,"₹19,56,699"
2021,Tata,NEXON XZ+ SUNROOF 1.5 RTQ,Manual,"64,514 km",DieselRJ-45,1st Owner,"₹12,79,999"
2022,Renault,TRIBER 1.0 RXZ,Manual,"4,648 km",PetrolRJ-14,1st Owner,"₹8,55,699"
2017,Honda,WR-V 1.2 i-VTEC VX MT,Manual,"50,064 km",PetrolRJ-14,1st Owner,"₹6,62,699"
2018,Hyundai,Creta 1.6 SX CRDI,Manual,"66,093 km",DieselRJ-45,1st Owner,"₹12,32,299"
2019,Maruti,XL6 ALPHA SHVS  MT,Manual,"82,019 km",PetrolRJ-19,1st Owner,"₹10,04,299"
2019,Tata,Harrier XZ 2.0L Kryotec,Manual,"35,740 km",DieselRJ-45,2nd Owner,"₹13,25,499"
2021,Honda,WR-V 1.2 i-VTEC VX MT,Manual,"36,507 km",PetrolRJ-05,1st Owner,"₹8,78,699"
2018,Hyundai,Creta 1.6 SX CRDI,Manual,"82,547 km",DieselRJ-45,2nd Owner,"₹12,41,699"
2018,Honda,WR-V 1.2 i-VTEC VX MT,Manual,"17,009 km",PetrolRJ-01,1st Owner,"₹7,52,599"
2012,Toyota,Innova 2.5 GX 8 STR BS IV,Manual,"2,02,398 km",DieselRJ-23,2nd Owner,"₹5,17,199"
2020,Maruti,S Cross ALPHA 1.5 SMART HYBRID,Manual,"11,062 km",PetrolRJ-02,1st Owner,"₹11,91,499"
2021,Hyundai,Creta S PETROL MT,Manual,"2,811 km",PetrolGJ-27,1st Owner,"₹12,07,199"
2019,Honda,WR-V 1.2 i-VTEC VX MT,Manual,"65,144 km",PetrolGJ-01,1st Owner,"₹6,96,299"
2021,Maruti,Eeco 5 STR WITH AC PLUSHTR,Manual,"9,324 km",PetrolGJ-16,1st Owner,"₹5,36,499"
2019,KIA,SELTOS GTX 1.4 GDI AT PETROL,Automatic,"61,151 km",PetrolGJ-05,1st Owner,"₹12,88,899"
2019,MG,HECTOR SHARP 2.0 DIESEL,Manual,"55,693 km",DieselGJ-03,2nd Owner,"₹14,95,099"
2017,Mahindra,XUV500 W10 FWD,Manual,"64,057 km",DieselGJ-01,2nd Owner,"₹9,94,799"
2016,Renault,Duster RXL PETROL 104,Manual,"55,728 km",PetrolGJ-10,1st Owner,"₹5,19,899"
2021,Mahindra,XUV500 W11 AT,Automatic,"13,545 km",DieselGJ-01,1st Owner,"₹19,79,999"
2020,Maruti,Vitara Brezza ZXI+ DUAL TONE,Manual,"36,977 km",PetrolGJ-01,1st Owner,"₹9,12,699"
2021,Mahindra,Thar LX PETROL AT 4WD,Automatic,"3,919 km",PetrolGJ-03,1st Owner,"₹15,46,999"
2019,Tata,Harrier XZ 2.0L Kryotec,Manual,"71,915 km",DieselGJ-27,2nd Owner,"₹13,03,199"
2020,Hyundai,VENUE S MT 1.2 KAPPA,Manual,"45,678 km",PetrolGJ-01,1st Owner,"₹8,14,099"
2019,Hyundai,Creta 1.4 E PLUS CRDI,Manual,"65,144 km",DieselGJ-12,1st Owner,"₹9,42,799"
2020,Hyundai,VENUE SX 1.0 GDI IMT,Manual,"14,287 km",PetrolGJ-27,2nd Owner,"₹9,48,699"
2022,Hyundai,VENUE S MT 1.2 KAPPA,Manual,"3,456 km",PetrolGJ-06,1st Owner,"₹9,30,599"
2022,Hyundai,VENUE 1.0L Turbo GDI SX MT,Manual,"13,671 km",PetrolGJ-01,1st Owner,"₹10,62,499"
2021,Tata,NEXON XM 1.2,Manual,"18,963 km",PetrolGJ-06,1st Owner,"₹8,35,299"
2020,Hyundai,Creta SX PETROL MT,Manual,"8,387 km",PetrolGJ-01,1st Owner,"₹13,21,099"
2020,Hyundai,Creta 1.5 SX (O),Manual,"20,912 km",DieselGJ-16,1st Owner,"₹17,33,099"
2020,Tata,NEXON XZ+ OPT PETROL,Manual,"20,693 km",PetrolGJ-01,1st Owner,"₹9,85,399"
2018,Hyundai,Verna 1.6 SX (O) CRDI MT,Manual,"29,837 km",DieselRJ-45,1st Owner,"₹10,94,999"
2019,Honda,Amaze 1.2 EMT I VTEC,Manual,"18,608 km",PetrolRJ-45,1st Owner,"₹6,10,799"
2014,Honda,City SV MT DIESEL,Manual,"94,426 km",DieselRJ-14,2nd Owner,"₹4,75,599"
2013,Honda,Amaze 1.2 SMT I VTEC,Manual,"92,490 km",PetrolRJ-14,2nd Owner,"₹3,54,499"
2019,Maruti,Dzire VXI,Manual,"53,877 km",PetrolRJ-20,1st Owner,"₹6,57,199"
2017,Hyundai,Xcent E PLUS,Manual,"29,902 km",PetrolRJ-14,1st Owner,"₹5,54,199"
2012,Skoda,Rapid ELEGANCE 1.6 TDI MT,Manual,"90,900 km",DieselRJ-45,2nd Owner,"₹2,90,199"
2021,Tata,TIGOR 1.2 XZA+ RTN,Automatic,"4,824 km",PetrolRJ-45,1st Owner,"₹8,49,899"
2020,Maruti,Dzire VXI,Manual,"38,050 km",PetrolRJ-45,1st Owner,"₹6,92,599"
2019,Honda,Amaze 1.2 SMT I VTEC,Manual,"40,854 km",PetrolRJ-45,1st Owner,"₹6,42,899"
2019,Maruti,Dzire VXI,Manual,"58,714 km",PetrolRJ-32,1st Owner,"₹6,41,599"
2018,Volkswagen,Ameo COMFORTLINE 1.0,Manual,"79,690 km",PetrolRJ-19,1st Owner,"₹4,73,099"
2020,Maruti,Dzire VXI,Manual,"22,523 km",PetrolRJ-02,1st Owner,"₹7,21,699"
2012,Maruti,Swift Dzire VXI,Manual,"79,249 km",PetrolRJ-14,1st Owner,"₹3,90,899"
